
         designation          ra         dec  w1mpro  w2mpro  w3mpro  w4mpro           dist       angle
   J142921.60+084634.0  217.3400041    8.7761150   15.926   15.443   12.189    9.327     2308.565865   267.964170 
   J143354.69+082242.0  218.4778752    8.3783357   15.885   15.196   12.116    8.849     2309.396532   130.993102 
   J143054.66+081240.4  217.7277536    8.2112488   15.303   13.992   11.421    8.788     2312.032668   203.689746 
   J143048.43+092233.6  217.7018233    9.3760173   15.115   14.589   11.829    8.837     2312.254122   333.875925 
   J143009.45+091552.2  217.5394084    9.2645173   17.199   16.838   12.022    8.987     2313.442690   316.395886 
   J143011.65+091623.6  217.5485551    9.2732482   16.667   15.741   12.969    8.911     2314.176156   317.515325 
   J143341.79+081919.5  218.4241491    8.3220852    7.116    7.134    7.159    7.095     2314.928019   137.900230 
   J143425.46+083551.0  218.6061172    8.5975050   13.864   13.712   10.486    9.146     2315.099845   108.255146 
   J143418.86+083143.6  218.5785995    8.5287867   17.327   15.905   11.458    7.925     2315.276900   114.843674 
   J143303.55+092254.7  218.2648023    9.3818638   14.844   14.346   10.845    8.640     2315.401667    25.082241 
   J143206.28+080923.8  218.0262017    8.1566288   11.888   11.940   11.321    9.018     2318.055015   176.673709 
   J143045.86+092221.2  217.6911129    9.3725789   15.082   14.687   12.832    9.277     2318.261371   332.897094 
   J143029.46+091959.4  217.6227879    9.3331905   16.282   15.379   12.897    9.301     2319.902580   325.948199 
   J143433.69+084601.9  218.6404034    8.7672060   15.158   14.769   12.441    9.092     2322.375033    92.815180 
   J143206.98+080916.7  218.0291223    8.1546436   14.598   13.935    9.999    8.065     2325.813998   176.427937 
   J142921.90+085345.7  217.3412845    8.8960308   15.964   15.608   12.203    9.022     2328.215751   278.638238 
   J142925.05+083821.0  217.3544077    8.6391801   17.019   16.475   11.965    9.270     2328.812309   255.703589 
   J143122.06+092548.3  217.8419307    9.4300895   15.874   15.444   11.464    8.875     2329.280665   347.090531 
   J143156.79+092648.4  217.9866480    9.4467970   16.861   16.006   12.047    9.050     2330.458075   359.841794 
   J143032.66+092047.9  217.6361199    9.3466570   16.049   15.350   11.499    9.223     2334.429618   327.578100 
   J142921.79+084136.4  217.3408143    8.6934645   16.589   15.074   11.588    9.405     2335.783755   260.648010 
   J143421.13+090359.0  218.5880762    9.0663996   15.788   15.253   11.689    9.441     2338.980557    65.694143 
   J142920.65+084309.7  217.3360809    8.7193844   12.717   12.742   12.266    9.296     2338.999310   262.971169 
   J142930.92+090236.3  217.3788590    9.0434433   17.554   16.993   12.516    8.873     2339.191855   292.102514 
   J142947.85+091021.6  217.4493887    9.1726904   14.919   14.638   10.548    8.567     2340.873465   305.071552 
   J142944.07+082700.6  217.4336567    8.4501923   16.167   14.311   11.001    9.190     2341.008632   237.556261 
   J143238.54+092539.2  218.1605892    9.4275627   15.408   14.842   10.558    8.636     2342.519618    15.127131 
   J143048.80+081246.8  217.7033586    8.2130020   15.468   15.015   11.203    9.439     2342.559895   205.699559 
   J142947.20+091012.8  217.4466922    9.1702316   15.474   15.029   11.114    8.817     2343.684224   304.759919 
   J142958.25+091342.9  217.4927118    9.2286055   17.638   16.037   12.477    9.196     2343.891870   311.273063 
   J143017.79+091822.0  217.5741614    9.3061358   16.543   16.389   11.787    9.275     2344.490640   321.112244 
   J143257.92+092404.8  218.2413465    9.4013380   15.644   15.130   11.836    9.150     2345.864142    22.512066 
   J143025.84+091959.6  217.6076740    9.3332327   13.655   13.512   12.248    9.057     2350.555823   324.866634 
   J142919.81+084252.9  217.3325634    8.7147186   16.564   15.427   11.672    8.617     2353.552476   262.603223 
   J143118.57+080953.1  217.8273895    8.1647652   16.424   15.106   11.745    8.895     2355.742026   194.102353 
   J143234.93+080948.5  218.1455425    8.1634887   14.972   14.130   10.512    8.516     2356.789413   166.259946 
   J143041.02+092227.4  217.6709360    9.3742973   14.870   14.638   12.256    8.978     2357.258733   331.415527 
   J143404.78+082430.8  218.5199331    8.4085647   15.337   14.992   12.765    8.975     2357.743926   126.603581 
   J142925.99+090018.4  217.3583017    9.0051256   15.419   14.911   12.405    8.988     2360.381117   288.330423 
   J143056.00+092423.6  217.7333666    9.4065747   16.300   15.848   12.150    8.828     2366.280978   337.487730 
   J143109.33+092542.8  217.7889008    9.4285590   16.572   15.471   12.848    8.730     2373.277568   342.624914 
   J143227.68+092648.6  218.1153621    9.4468578   13.705   13.068   10.324    7.713     2373.915499    10.943383 
   J143227.70+080907.3  218.1154451    8.1520315   16.451   15.717   12.752    9.291     2374.159505   169.011662 
   J143400.22+082230.5  218.5009409    8.3751577   14.655   14.331   11.156    9.378     2379.280796   129.901089 
   J143432.72+083805.6  218.6363745    8.6349057   15.608   15.149   11.459    8.847     2380.428170   104.359964 
   J143435.77+085431.8  218.6490820    8.9088566   17.493   15.608   11.767    9.333     2382.676764    80.434425 
   J143106.61+081016.7  217.7775682    8.1713071   15.647   15.464   12.444    9.097     2382.726989   198.385104 
   J143423.95+090413.1  218.5998177    9.0703151   14.798   14.336   10.897    8.739     2382.834568    65.796640 
   J143022.09+092001.5  217.5920746    9.3337743   13.440   13.538   12.666    9.233     2384.496679   323.805433 
   J143346.36+081846.9  218.4432005    8.3130298   16.489   15.672   11.669    8.999     2384.751547   137.213575 
   J142919.93+083934.9  217.3330606    8.6596982    7.207    7.348    7.219    7.141     2385.755001   257.875983 
   J143138.81+080825.6  217.9117296    8.1404713   16.224   15.426   12.163    9.155     2388.004262   186.575406 
   J143342.57+081748.4  218.4273877    8.2967940   17.138   16.757   12.589    9.364     2390.852134   139.155995 
   J143017.94+081632.9  217.5747627    8.2758092   14.681   14.118   10.209    8.427     2392.231256   218.030921 
   J143250.80+092536.2  218.2116697    9.4267247   16.879   15.928   12.869    8.745     2393.514822    19.341304 
   J143335.01+091958.5  218.3959146    9.3329340    6.539    6.609    6.611    6.537     2405.546015    36.992438 
   J142958.02+091516.6  217.4917881    9.2546190   17.128   16.122   12.571    9.052     2409.009627   312.897903 
   J143147.17+080751.6  217.9465600    8.1310067   14.086   13.768    9.802    7.943     2411.016475   183.550904 
   J143059.97+081020.5  217.7499159    8.1723682    9.320    9.426    9.310    8.744     2411.987164   200.635974 
   J143428.85+083323.0  218.6202086    8.5563987   15.327   15.119   11.020    9.034     2412.521139   111.217282 
   J143343.99+081733.0  218.4333182    8.2925103   16.961   15.572   12.071    9.263     2416.335236   139.015483 
   J142914.28+084615.7  217.3095292    8.7710350   15.764   15.234   11.834    9.138     2417.640198   267.626882 
   J143309.34+092409.5  218.2889169    9.4026401   15.615   15.078   12.229    9.218     2419.920730    26.166306 
   J143423.65+083007.4  218.5985786    8.5020748   16.406   16.217   12.577    9.355     2420.994559   116.197833 
   J143015.54+091938.4  217.5647785    9.3273468   17.337   16.644   12.752    8.873     2424.928736   321.634090 
   J142916.65+085624.1  217.3193869    8.9400374   15.632   15.616   12.674    9.244     2433.079433   282.057436 
   J142917.20+085703.0  217.3216718    8.9508339   15.300   14.798   12.056    8.531     2433.504895   282.992395 
   J142927.18+083126.3  217.3632765    8.5239887   15.688   15.265   11.274    9.067     2435.973224   246.025160 
   J143050.32+092511.0  217.7096978    9.4197326   17.572   16.296   12.468    8.850     2442.992295   336.092987 
   J143038.22+092346.7  217.6592626    9.3963095   16.636   16.524   12.039    8.932     2446.680477   331.452674 
   J143424.29+082926.3  218.6012166    8.4906452   17.049   16.705   12.890    8.913     2447.858806   116.963980 
   J143113.70+080836.5  217.8071051    8.1434832   16.423   15.605   12.683    9.302     2448.179703   195.307273 
   J143436.77+083713.3  218.6532282    8.6203787   14.710   14.225   11.067    8.978     2451.832334   105.193390 
   J143352.84+081842.3  218.4701802    8.3117522    7.370    7.489    7.394    7.312     2454.255133   135.637732 
   J143339.96+092004.3  218.4165364    9.3345372    9.233    9.085    8.978    9.136     2454.913261    38.275802 
   J143002.17+091724.8  217.5090436    9.2902254   15.403   15.206   12.640    9.309     2454.922335   316.066510 
   J143018.74+081500.4  217.5781075    8.2501190   16.528   15.839   12.530    8.747     2458.702689   216.485812 
   J143421.45+082739.0  218.5894000    8.4608371   14.260   14.154   11.250    9.035     2461.870914   119.634547 
   J143426.36+082956.0  218.6098428    8.4988944   15.528   14.692   11.346    9.069     2462.034457   116.023325 
   J142917.23+083658.9  217.3218013    8.6163837   14.944   13.924   11.173    8.744     2462.146293   254.525080 
   J143339.06+081533.2  218.4127695    8.2592373   14.509   14.101   11.181    8.957     2462.532938   142.129604 
   J143031.81+092312.3  217.6325469    9.3867542   15.976   15.908   12.012    9.141     2463.924174   329.131814 
   J143421.45+090825.0  218.5893992    9.1402841   16.054   15.561   12.907    9.097     2464.135644    60.089356 
   J143146.28+092857.8  217.9428613    9.4827277   14.422   13.430    9.865    6.594     2465.133002   356.233961 
   J143226.31+080730.5  218.1096461    8.1251575   15.940   14.722   11.621    9.148     2465.508978   169.911041 
   J143130.54+080724.4  217.8772551    8.1234614   16.166   15.643   12.889    9.352     2465.564352   189.250204 
   J143008.58+091906.6  217.5357908    9.3185245    5.716    5.761    5.783    5.682     2466.108634   319.300616 
   J142911.61+085210.6  217.2983927    8.8696253   16.631   16.299   12.684    8.945     2467.733975   275.928795 
   J143411.85+082333.1  218.5494035    8.3925461   15.881   16.142   12.875    8.965     2476.416448   126.222803 
   J142955.65+091622.9  217.4819049    9.2730382   12.481   12.543   12.489    8.803     2479.960107   313.470208 
   J143437.06+083545.5  218.6544362    8.5959767   14.188   14.030   10.427    8.897     2480.561082   107.124831 
   J143046.74+081023.9  217.6947785    8.1733247   15.171   14.823   11.604    9.285     2484.788898   204.908897 
   J142949.22+091450.0  217.4551108    9.2472391   15.197   14.706   11.086    9.379     2488.893602   310.409411 
   J143219.93+092904.4  218.0830529    9.4845648   15.232   14.570   11.451    8.735     2489.222494     7.754956 
   J142956.71+091654.9  217.4863105    9.2819191   16.479   16.803   11.844    9.405     2490.780664   314.252035 
   J143049.66+092601.6  217.7069176    9.4337833   17.113   16.485   12.461    9.172     2493.254385   336.357525 
   J142913.75+083808.9  217.3073125    8.6358143   17.534   16.130   12.278    9.379     2494.361091   256.391297 
   J143024.10+081321.0  217.6004220    8.2225204   16.228   16.229   11.401    9.050     2494.469576   213.660170 
   J143433.77+083244.1  218.6407194    8.5456097   16.114   16.479   12.572    9.339     2494.680975   111.438763 
   J143438.56+090001.2  218.6606878    9.0003366   16.195   15.462   11.058    8.734     2497.863347    73.118732 
   J143445.84+084850.8  218.6910269    8.8141176   16.100   15.877   12.544    9.418     2499.978918    88.735968 
   J143012.58+092040.8  217.5524362    9.3446837   15.935   15.958   11.800    9.390     2501.076138   321.736087 
   J143240.70+092814.8  218.1696099    9.4707998   17.200   16.510   12.782    9.173     2501.153672    14.903242 
   J143020.12+092207.3  217.5838658    9.3687013   16.205   15.717   11.831    8.969     2503.648267   324.969251 
   J143315.24+092504.0  218.3135062    9.4178010   14.269   13.987   10.386    8.902     2508.050688    27.405453 
   J143446.31+084609.2  218.6929758    8.7692487   10.978   11.003   10.977    9.274     2508.863399    92.429933 
   J143105.18+080803.3  217.7715982    8.1342655   16.376   15.569   13.031    9.155     2516.086811   197.888739 
   J143031.90+092413.9  217.6329324    9.4038743   16.450   15.917   12.993    9.025     2516.306107   329.879792 
   J143408.04+091444.9  218.5335312    9.2458176   16.604   15.969   12.491    8.973     2517.525262    50.292836 
   J143344.31+081521.3  218.4346572    8.2559357    9.324    9.302    9.162    8.714     2520.309259   140.894483 
   J143239.11+092842.8  218.1629963    9.4785807   16.286   15.875   11.887    9.010     2522.345336    14.223825 
   J143029.70+081153.1  217.6237702    8.1980970    9.754    9.832    9.769    8.930     2524.413688   210.982033 
   J142921.08+090450.7  217.3378467    9.0807576   16.343   16.017   12.468    9.424     2525.671680   293.688836 
   J143447.55+084643.0  218.6981648    8.7786191   15.972   15.861   11.850    9.491     2526.049457    91.646956 
   J143323.63+092417.7  218.3484869    9.4049210   16.025   15.320   11.948    9.140     2527.623991    30.390417 
   J142909.64+085548.9  217.2902029    8.9302569   15.676   14.962   11.840    9.165     2527.944492   280.789421 
   J143036.74+092507.5  217.6531057    9.4187511   15.794   15.382   11.807    9.302     2528.154869   331.894044 
   J142934.14+091058.6  217.3922727    9.1829713   14.238   14.061   10.664    8.850     2529.867998   303.122212 
   J142933.66+082510.5  217.3902574    8.4196070   15.250   14.017   11.114    8.826     2530.537055   237.336054 
   J142919.07+090359.3  217.3294972    9.0664797   16.529   15.871   11.960    8.721     2532.993194   292.354496 
   J143342.00+092121.0  218.4250103    9.3558594   14.704   14.296   11.126    8.682     2533.904231    37.732829 
   J142917.48+090302.2  217.3228714    9.0506216   15.315   14.850   11.051    8.683     2533.928638   290.957895 
   J142911.52+085824.8  217.2980378    8.9735591   16.233   15.537   11.728    8.838     2534.412969   284.371704 
   J143104.50+080742.1  217.7687510    8.1283844   17.155   15.923   12.003    9.207     2539.352212   197.960175 
   J143034.31+092504.6  217.6429783    9.4179715   15.501   14.817   11.206    9.420     2542.869104   331.149676 
   J143243.85+092846.8  218.1827412    9.4796876   16.608   16.135   11.760    9.205     2544.351036    15.732162 
   J143217.14+080549.6  218.0714428    8.0971216   15.950   14.407   10.769    8.616     2545.591188   173.327845 
   J143442.96+085911.4  218.6790220    8.9865223   15.989   15.251   12.045    9.092     2546.793349    74.613455 
   J143444.93+085729.8  218.6872260    8.9582848   13.890   13.677   10.591    9.044     2550.339975    76.989960 
   J142931.01+091028.6  217.3792205    9.1746222   16.279   15.698   12.789    9.156     2552.875066   301.989099 
   J142909.20+085739.8  217.2883747    8.9610700   16.528   16.044   12.665    9.216     2557.166954   283.205560 
   J143229.24+092951.5  218.1218430    9.4976417   16.678   16.078   12.509    9.024     2557.806047    10.670575 
   J143039.91+080951.3  217.6663268    8.1642637   16.412   16.067   12.629    9.493     2558.211838   206.662311 
   J142959.89+081642.7  217.4995736    8.2785518   14.396   14.039   10.725    9.320     2558.467277   222.902233 
   J143052.28+092732.0  217.7178727    9.4589016   16.311   15.029   12.667    9.103     2561.444606   337.967258 
   J143224.94+080546.8  218.1039560    8.0963446   16.674   16.231   12.857    9.308     2564.374036   170.762505 
   J143407.70+091609.0  218.5320859    9.2691691   11.313   11.208   10.599    9.144     2568.080585    48.774864 
   J143129.00+093013.7  217.8708375    9.5038126   15.877   15.546   12.514    9.043     2569.934948   350.647396 
   J143448.08+084040.5  218.7003492    8.6779391   15.873   15.655   12.016    8.857     2570.543821    99.743718 
   J143439.85+090255.8  218.6660454    9.0488391   15.353   14.974   11.502    9.345     2571.588676    69.514011 
   J142905.15+085329.4  217.2714963    8.8915021   15.980   15.216   12.639    8.655     2571.810766   277.458389 
   J142924.02+090807.4  217.3500870    9.1354159   16.741   16.143   12.900    9.315     2572.150398   298.098029 
   J143223.89+080533.9  218.0995429    8.0927768   16.020   15.898   12.565    8.882     2574.591742   171.153833 
   J143039.78+092624.9  217.6657819    9.4402502   16.493   15.969   12.326    9.331     2576.275324   333.589312 
   J143449.39+084205.2  218.7058282    8.7014524   15.459   14.716   11.106    9.360     2576.730188    97.814660 
   J143025.50+092427.9  217.6062507    9.4077659   16.610   16.220   12.885    9.177     2577.141707   328.214846 
   J143150.08+080501.1  217.9586985    8.0836500   14.889   14.426   10.438    8.928     2579.058507   182.357305 
   J143431.68+082809.7  218.6320047    8.4693702   16.672   16.473   12.830    9.224     2580.390704   117.371185 
   J143252.58+092845.5  218.2191024    9.4793276   15.859   15.762   12.006    8.900     2581.194284    18.499274 
   J143148.29+093056.5  217.9512360    9.5156986   15.437   15.026   12.091    9.150     2581.886692   357.065765 
   J143229.12+080539.4  218.1213457    8.0942939   15.829   15.274   11.777    9.459     2582.287920   169.431166 
   J143227.20+080533.6  218.1133729    8.0926736   16.278   15.835   12.787    8.732     2582.982392   170.074561 
   J142911.21+083454.7  217.2967192    8.5818878   14.943   14.503   11.051    8.505     2583.267865   252.403115 
   J142905.49+085529.0  217.2728841    8.9247468   15.310   14.758   11.566    8.834     2584.978221   280.104319 
   J143241.79+080612.7  218.1741281    8.1035423   15.762   15.512   12.004    9.513     2591.037657   165.202795 
   J142921.56+090739.1  217.3398723    9.1275363   16.171   15.795   12.548    9.120     2591.233604   297.167284 
   J143229.75+093024.2  218.1239814    9.5067392   17.110   16.937   12.749    9.248     2591.397474    10.701188 
   J142915.94+090440.3  217.3164279    9.0778623   15.093   14.737   12.080    9.109     2591.590892   292.804034 
   J142958.15+091940.7  217.4923177    9.3279884   13.586   12.551   10.185    7.943     2594.497209   317.208735 
   J143349.93+092104.1  218.4580813    9.3511594   11.881   11.894   10.009    8.588     2594.595147    40.012154 
   J143035.59+092613.8  217.6483326    9.4371700   17.015   16.133   12.519    9.522     2594.665739   332.255052 
   J142912.96+090301.1  217.3040074    9.0503270   15.592   14.167   11.195    8.682     2596.341991   290.409166 
   J143228.14+080520.5  218.1172621    8.0890345   16.328   16.257   12.041    9.333     2598.297713   169.823144 
   J143356.04+091949.9  218.4835305    9.3305402   15.718   15.350   12.740    9.356     2598.655562    42.591936 
   J143319.42+080940.4  218.3309269    8.1612319   15.404   15.210   12.515    9.398     2601.118882   152.018247 
   J143119.60+080535.6  217.8316673    8.0932287   16.977   16.254   12.627    9.506     2602.981071   192.397612 
   J142906.54+083742.1  217.2772629    8.6283646   17.000   16.290   12.870    9.405     2604.623269   256.375942 
   J143117.53+093016.9  217.8230521    9.5047101   13.947   13.424   10.196    7.172     2606.109085   346.976044 
   J143100.02+080650.0  217.7501205    8.1138906   10.381   10.447   10.463    9.203     2609.858994   198.994572 
   J143050.63+092814.3  217.7109737    9.4706657    8.435    8.471    8.450    8.228     2609.906644   337.818300 
   J143453.55+084707.5  218.7231535    8.7854377   16.178   15.874   11.831    9.214     2614.301630    91.049453 
   J143304.62+080740.7  218.2692737    8.1279786   15.242   14.373   11.707    8.818     2615.941818   157.506650 
   J143245.62+080600.9  218.1901057    8.1002756   17.491   16.509   12.295    9.084     2617.443353   164.062965 
   J143048.26+092809.6  217.7011191    9.4693468   16.856   16.299   12.262    8.844     2618.971635   337.070299 
   J143222.19+080443.6  218.0924696    8.0788033   17.236   16.665   12.569    9.351     2620.633163   171.867361 
   J143009.32+092236.4  217.5388645    9.3767869   17.059   16.174   11.844    9.166     2621.850620   322.476245 
   J142912.98+090416.8  217.3040852    9.0713515   16.140   15.757   12.892    9.508     2623.308561   291.961897 
   J142919.56+090755.3  217.3315193    9.1320487   15.979   14.993   11.897    9.180     2625.063820   297.188161 
   J143045.35+080757.5  217.6889789    8.1326472   14.708   14.349   10.446    8.700     2626.692425   203.974724 
   J143225.97+080444.7  218.1082269    8.0790897   10.749   10.388    5.645    2.837     2628.133135   170.651915 
   J143201.40+093146.8  218.0058702    9.5296814   16.725   15.929   12.778    8.698     2629.561307     1.346984 
   J143032.89+080924.5  217.6370455    8.1568247   16.375   16.225   12.019    9.351     2630.153912   208.433564 
   J142859.72+084752.5  217.2488739    8.7979305   16.459   16.252   12.520    9.455     2631.182359   269.937450 
   J142953.89+091931.7  217.4745619    9.3254825   16.776   16.480   12.223    9.412     2631.320392   316.068401 
   J143409.60+081839.7  218.5400258    8.3110424   16.240   15.094   11.785    9.334     2635.711815   131.801737 
   J143446.36+090139.5  218.6931797    9.0276497   16.008   14.596   11.443    8.913     2637.552685    71.797792 
   J143436.86+090731.0  218.6536194    9.1252877   16.734   16.200   12.172    8.839     2640.222193    63.570796 
   J142938.25+082023.2  217.4094126    8.3397896   16.208   15.368   12.066    9.003     2643.333185   231.286504 
   J142924.97+091104.3  217.3540436    9.1845306   15.319   14.840   11.653    9.114     2647.744264   301.621514 
   J142920.23+090908.6  217.3342923    9.1524035   16.438   15.172   12.498    9.144     2650.571413   298.695648 
   J142932.30+091353.7  217.3846192    9.2315916    7.675    7.811    7.715    7.538     2651.356837   305.974334 
   J143454.68+085332.6  218.7278694    8.8923954   13.828   13.636   10.526    8.642     2651.409387    82.693286 
   J143151.77+080347.3  217.9657234    8.0631594   16.221   15.798   12.407    9.362     2651.882649   181.751303 
   J142916.92+090737.8  217.3205160    9.1271797    7.796    7.927    7.822    7.558     2652.114327   296.466266 
   J143345.00+092321.7  218.4375289    9.3893653   15.073   13.841   11.214    8.764     2656.748426    36.895990 
   J143452.78+083847.1  218.7199519    8.6464185    9.269    9.325    9.305    8.705     2660.572545   101.894816 
   J143438.92+082838.0  218.6621845    8.4772325   16.159   15.741   12.400    9.378     2663.727105   115.764520 
   J142857.22+084842.5  217.2384514    8.8118104   15.191   14.931   12.062    9.442     2668.577201   271.012822 
   J143225.01+080401.2  218.1042361    8.0670093   16.555   16.573   13.011    9.282     2668.824125   171.104649 
   J143452.21+083731.5  218.7175582    8.6254351   15.788   15.198   11.140    9.082     2669.024547   103.519270 
   J143223.11+093159.7  218.0963111    9.5332524   14.662   14.038   10.681    8.310     2669.351948     8.247398 
   J143449.64+090050.6  218.7068694    9.0140758   16.027   15.091   12.881    8.972     2669.354786    73.119400 
   J143418.38+082018.0  218.5766197    8.3383461   16.578   16.139   12.831    8.902     2671.934370   128.364206 
   J143228.74+080406.7  218.1197548    8.0685414   15.994   15.619   11.971    8.248     2672.486859   169.914596 
   J142931.24+091408.4  217.3802049    9.2356899   16.148   15.011   11.688    8.560     2672.714503   306.033532 
   J142857.62+085157.4  217.2400965    8.8659446   17.489   16.339   12.999    9.306     2672.899013   275.195585 
   J142947.68+081658.0  217.4486782    8.2827835   15.208   14.821   11.497    8.838     2674.389705   225.974578 
   J143044.20+092846.6  217.6842052    9.4796329   15.986   15.555   11.640    8.629     2676.819822   336.196092 
   J142912.20+082952.3  217.3008624    8.4978790   16.443   15.913   12.387    9.466     2677.207705   246.128422 
   J142921.69+091049.9  217.3403990    9.1805450   15.977   15.209   12.816    9.451     2681.842102   300.818531 
   J143226.77+080352.0  218.1115816    8.0644643   16.256   15.930   12.497    9.436     2682.028220   170.582207 
   J143415.96+091641.6  218.5665328    9.2782248   16.234   15.777   12.926    9.104     2682.286370    49.970371 
   J143354.22+092205.5  218.4759564    9.3682107   13.957   13.644   10.137    8.550     2682.460701    40.205403 
   J143220.76+080333.3  218.0865203    8.0592762   17.071   16.265   13.072    9.256     2687.409720   172.526602 
   J143309.65+080652.0  218.2902390    8.1144568   16.456   15.307   12.196    8.993     2689.938091   156.431637 
   J143110.87+080436.5  217.7953084    8.0768150   12.914   12.874   10.639    9.263     2690.876522   194.824085 
   J142905.79+090247.7  217.2741663    9.0466032    6.998    7.051    7.050    6.960     2691.645507   289.357930 
   J142926.33+082302.1  217.3597101    8.3839291   16.779   15.341   12.405    8.999     2691.970415   236.289760 
   J143225.74+080338.4  218.1072691    8.0606800   14.713   14.350   11.104    8.469     2693.014635   170.952209 
   J142923.31+091151.4  217.3471293    9.1976376   17.262   16.503   12.866    9.273     2693.498761   302.203877 
   J143414.40+081832.2  218.5600246    8.3089481   12.965   12.920    9.845    7.858     2694.109033   130.909532 
   J143300.71+093003.0  218.2529800    9.5008489   16.148   15.938   12.434    9.198     2694.380322    20.401079 
   J142924.96+082319.7  217.3540350    8.3888183   16.090   15.810   12.449    9.298     2699.096743   236.838960 
   J143019.03+092555.4  217.5793107    9.4320693   15.720   15.765   11.321    9.076     2702.175265   327.470436 
   J143308.86+080629.3  218.2869518    8.1081634   16.660   15.523   12.237    9.125     2706.107904   156.850552 
   J143226.47+093234.6  218.1103289    9.5429472   16.808   16.923   12.672    8.528     2711.406226     9.182148 
   J142951.61+081506.4  217.4650698    8.2518005   16.627   16.448   12.600    9.159     2712.772198   223.423646 
   J143344.58+092438.2  218.4357798    9.4106255   17.010   16.577   12.665    9.342     2714.643044    35.819712 
   J142936.38+091656.8  217.4016114    9.2824459   14.670   14.422   11.532    9.343     2715.960944   309.853165 
   J143500.16+084526.1  218.7507063    8.7572624   15.582   15.243   11.962    9.109     2716.191572    93.147142 
   J143118.32+080343.7  217.8263676    8.0621640   15.711   15.296   11.426    8.980     2716.269484   192.281288 
   J142926.46+082211.9  217.3602754    8.3699880   15.839   14.831   11.919    9.345     2718.556937   235.387156 
   J143215.95+093308.0  218.0664986    9.5522277   14.272   13.855   10.160    8.353     2724.154364     5.837181 
   J143107.16+093141.1  217.7798638    9.5281047   16.749   16.422   12.150    9.185     2725.905834   344.235029 
   J143015.45+081007.0  217.5644082    8.1686178   16.985   16.088   12.562    8.832     2727.111859   213.649647 
   J143102.25+080426.4  217.7593986    8.0740113   16.469   16.129   12.491    9.314     2736.000485   197.362541 
   J142900.42+090109.0  217.2517655    9.0191771   16.206   16.270   12.825    9.453     2736.901663   286.856061 
   J143447.00+090600.5  218.6958423    9.1001485   15.536   15.083   11.232    8.624     2738.598464    66.661823 
   J142901.23+090157.5  217.2551408    9.0326559   10.607   10.638   10.597    9.194     2739.842777   287.900159 
   J142919.09+082412.5  217.3295507    8.4034873   15.760   14.998   11.931    8.955     2744.594471   238.759523 
   J143501.57+084323.0  218.7565659    8.7230632   15.088   14.738   11.431    8.784     2746.715641    95.687312 
   J143443.87+082759.0  218.6827958    8.4664003    9.317    9.460    9.257    9.154     2746.779886   115.828544 
   J143459.97+083955.1  218.7499091    8.6653217   15.848   15.826   12.085    9.146     2752.130443   100.046905 
   J142934.73+091725.3  217.3947251    9.2903721   15.384   14.476   10.992    8.173     2753.025548   309.984020 
   J143036.13+080640.4  217.6505588    8.1112352   14.775   14.366   10.878    9.119     2754.286538   205.928366 
   J143450.63+083122.0  218.7109805    8.5227820   16.837   15.758   11.522    9.092     2757.565878   111.118587 
   J142852.21+085308.4  217.2175545    8.8856687   14.300   14.153   12.674    8.717     2759.783508   276.516758 
   J143500.93+085551.1  218.7538857    8.9308710   13.152   12.990   12.789    9.353     2763.414858    80.083172 
   J142850.93+084557.1  217.2122262    8.7658737   16.404   15.632   12.461    9.479     2764.319198   267.553143 
   J143050.41+080456.3  217.7100731    8.0823282   15.375   15.087   11.828    9.004     2765.428132   201.027148 
   J142850.63+084817.2  217.2109663    8.8047813   14.931   13.982    9.701    6.910     2766.079049   270.457037 
   J142909.26+090805.5  217.2885943    9.1348849   16.962   16.096   11.222    7.985     2766.212903   295.937592 
   J142930.78+091636.2  217.3782549    9.2767412   15.932   15.387   11.590    9.111     2767.475347   308.427344 
   J142917.67+091159.4  217.3236636    9.1998380   15.656   15.372   12.137    9.316     2768.604179   301.425597 
   J142850.84+084444.9  217.2118653    8.7458132    8.915    8.941    8.939    8.673     2769.772832   266.061712 
   J142906.99+090702.3  217.2791517    9.1173274   17.068   16.415   12.974    9.217     2769.809538   294.458028 
   J143319.10+092929.9  218.3296017    9.4916555   16.144   15.631   12.375    8.925     2771.262646    25.919162 
   J143429.93+082119.2  218.6247432    8.3553599   15.700   15.062   12.185    9.302     2772.384064   125.168129 
   J143343.41+080955.2  218.4308778    8.1653494   14.568   14.553   12.741    9.413     2773.533700   145.358433 
   J143448.90+090623.3  218.7037875    9.1064863   14.716   13.908   11.543    9.263     2773.567425    66.458783 
   J142944.94+092046.3  217.4372622    9.3462198   15.843   15.502   11.506    9.161     2777.415638   315.172744 
   J143131.57+080205.9  217.8815638    8.0349983   15.892   15.163   11.484    9.006     2778.230343   187.883492 
   J143415.28+091922.6  218.5636713    9.3229719   15.765   14.852   12.682    9.169     2780.948830    47.290142 
   J143341.86+080930.3  218.4244431    8.1584213   16.501   15.877   12.538    9.475     2781.252345   146.039001 
   J142917.71+091227.8  217.3237997    9.2077252   10.684   10.669   10.533    9.161     2783.059315   301.930158 
   J142849.20+084744.0  217.2050294    8.7955596   15.355   14.962   11.412    9.246     2787.203398   269.772008 
   J143007.35+081013.6  217.5306515    8.1704549   16.879   16.017   12.380    8.942     2790.077464   215.783213 
   J143505.30+084957.4  218.7721149    8.8326177   15.779   15.065   11.360    8.611     2790.382506    87.487483 
