
         designation          ra         dec  w1mpro  w2mpro  w3mpro  w4mpro           dist       angle
   J142825.62+083519.9  217.1067752    8.5888758   16.811   15.971   12.996    9.342     3227.869122   256.484097 
   J142822.18+083929.8  217.0924288    8.6582873   15.779   15.620   12.436    9.448     3228.594432   261.012076 
   J143451.37+092021.8  218.7140806    9.3394139   17.129   16.627   12.738    9.113     3229.982718    52.942995 
   J143535.09+084700.8  218.8962314    8.7835818   14.891   14.381   10.826    9.193     3230.086161    90.943960 
   J143306.58+093900.8  218.2774247    9.6502355   13.684   13.567   12.207    9.073     3230.363679    18.510859 
   J142828.81+083211.8  217.1200786    8.5366312   15.086   14.714   12.352    9.379     3232.051040   253.043766 
   J143041.19+075728.2  217.6716553    7.9578491   12.987   12.911    9.985    7.875     3233.041402   200.449297 
   J143158.01+094152.8  217.9917425    9.6980069   16.355   15.654   12.509    9.252     3234.825889     0.206322 
   J142824.01+083627.5  217.1000775    8.6076545   16.638   15.979   12.889    9.235     3235.869340   257.747076 
   J143330.48+075911.7  218.3770410    7.9865881   17.259   17.273   12.900    9.365     3237.038686   154.660926 
   J143007.68+093440.1  217.5320277    9.5778143   15.340   14.619   10.828    7.971     3237.730614   329.970660 
   J142842.58+091232.0  217.1774181    9.2089119   16.784   16.687   12.469    9.250     3238.665217   297.137249 
   J143343.34+080043.9  218.4306153    8.0122219   15.326   14.259   11.235    8.391     3242.096256   150.909624 
   J142901.64+092014.5  217.2568380    9.3373888   16.295   16.099   11.963    9.532     3242.693792   306.727645 
   J143241.85+075503.1  218.1743993    7.9175502   16.876   15.648   11.639    9.072     3243.177299   168.203435 
   J143419.20+080650.8  218.5800265    8.1141142   17.580   16.427   12.659    8.811     3244.123451   139.465635 
   J143141.13+094156.6  217.9213812    9.6990738   16.129   15.293   12.230    9.140     3247.404034   355.796325 
   J142821.23+085711.4  217.0884687    8.9531730   16.357   16.030   11.967    9.226     3248.646869   279.877325 
   J142822.04+085822.4  217.0918594    8.9729113   14.909   13.555   10.466    8.056     3249.582478   281.148262 
   J143115.49+075447.8  217.8145587    7.9132784   15.481   15.001   11.341    8.655     3249.790156   191.000337 
   J142839.40+091126.9  217.1641669    9.1908294   16.498   16.247   12.866    9.517     3252.026122   295.738451 
   J143533.77+083846.9  218.8907291    8.6463676   17.448   16.524   12.523    9.468     3257.550794    99.671240 
   J143111.18+075450.1  217.7966037    7.9139360   16.207   16.508   12.990    9.441     3260.267814   192.112926 
   J142902.00+092051.0  217.2583394    9.3475016   15.779   15.054   11.166    8.864     3260.286163   307.297133 
   J143101.25+075523.5  217.7552119    7.9232122   11.489   11.516   11.479    9.218     3262.016729   194.771683 
   J143427.07+092750.7  218.6128134    9.4640876   13.713   13.536    9.773    8.006     3263.389835    42.796306 
   J143427.36+092750.0  218.6140236    9.4639114   13.422   13.261    9.338    7.656     3265.852203    42.859117 
   J143458.22+081656.0  218.7426070    8.2822274   16.644   16.609   12.709    9.334     3267.301708   124.685948 
   J142829.01+090607.9  217.1208984    9.1022124   16.285   15.287   12.329    8.816     3272.053645   289.524579 
   J142818.10+084119.1  217.0754177    8.6886423   15.846   15.273   11.677    9.477     3273.146574   263.069350 
   J143531.29+083434.2  218.8804021    8.5761817   15.779   15.425   11.962    9.419     3274.330668   104.142236 
   J143418.03+080552.0  218.5751312    8.0978051   14.663   14.529   11.022    8.849     3277.887282   140.363583 
   J143008.42+080024.5  217.5351098    8.0068307   16.443   16.326   12.804    8.906     3278.529162   209.535682 
   J142843.03+091411.9  217.1793106    9.2366594   14.749   14.346   11.255    9.211     3279.331620   298.745795 
   J143047.80+075604.1  217.6992009    7.9344751   10.173   10.182   10.084    9.048     3279.912370   198.328245 
   J143534.65+083752.9  218.8944055    8.6313888   17.525   16.137   12.381    8.911     3280.025647   100.560551 
   J143458.93+091913.0  218.7455452    9.3203008   18.612   16.284   12.942    9.403     3280.243858    55.077497 
   J143505.07+081906.8  218.7711317    8.3185573   15.811   14.706   11.090    8.964     3280.270657   121.795801 
   J143425.58+092834.0  218.6066009    9.4761127   16.535   16.242   11.710    9.173     3280.406296    41.999320 
   J143538.71+084732.2  218.9113184    8.7922929   15.266   14.609   10.233    8.287     3283.318425    90.379058 
   J142902.49+081421.0  217.2604085    8.2391839   13.359   13.150   12.131    8.716     3284.335873   232.166939 
   J143006.00+093520.2  217.5250163    9.5889515   15.671   15.067   10.997    9.377     3284.900293   329.945844 
   J143021.80+093724.2  217.5908702    9.6233952   16.237   15.602   12.735    8.967     3285.500141   334.562089 
   J142855.69+081635.0  217.2320760    8.2764093   15.865   15.462   12.757    9.017     3285.823317   235.093434 
   J142815.58+084902.2  217.0649419    8.8172791    8.554    8.649    8.554    8.680     3286.080297   271.189877 
   J142915.41+092526.9  217.3142107    9.4241664   15.027   14.675   12.618    9.055     3286.618373   313.232052 
   J142816.29+084323.9  217.0678862    8.7233262   17.026   16.439   13.028    9.593     3286.837902   265.287532 
   J143050.58+094013.9  217.7107880    9.6705516   15.146   14.885   11.787    8.827     3287.516190   342.557058 
   J143108.73+094126.5  217.7863854    9.6907179   16.149   15.818   11.926    9.137     3287.921036   347.402156 
   J142835.72+082506.3  217.1488460    8.4184209   16.335   16.241   12.498    9.191     3288.312033   245.408811 
   J143338.86+075914.8  218.4119324    7.9874648   15.387   14.766   11.709    9.164     3289.274613   152.677718 
   J143321.47+093843.2  218.3394630    9.6453507   16.173   15.345   12.381    8.926     3290.770450    22.245248 
   J143539.28+084708.8  218.9136719    8.7857780   15.792   15.334   11.981    9.405     3291.987247    90.785940 
   J143255.40+094057.3  218.2308711    9.6826002   15.939   15.411   12.409    8.648     3293.952508    15.139510 
   J142950.62+093313.0  217.4609419    9.5536328   16.364   16.150   12.322    9.460     3299.425907   325.416423 
   J142834.71+082512.1  217.1446567    8.4200442   16.324   15.677   12.766    9.357     3299.440679   245.609332 
   J143002.58+093508.7  217.5107585    9.5857640   16.145   15.221   11.507    9.315     3300.751972   329.085957 
   J143107.68+075419.6  217.7820210    7.9054544   16.095   15.537   12.353    9.419     3301.310069   192.884501 
   J143321.85+093855.1  218.3410625    9.6486495   16.198   15.825   12.646    9.104     3303.912138    22.258177 
   J143540.14+084726.4  218.9172820    8.7906731   17.161   16.595   12.295    9.054     3304.592087    90.476819 
   J142925.75+092825.6  217.3573299    9.4737780   15.772   15.377   11.936    9.281     3305.331747   317.309725 
   J142826.01+083020.2  217.1083817    8.5056325   14.982   15.006   12.569    9.206     3305.996625   251.406881 
   J143514.92+091331.9  218.8121778    9.2255365   15.996   15.349   11.856    9.426     3306.138942    62.293164 
   J143532.74+083344.5  218.8864328    8.5623845   17.414   17.052   12.148    9.425     3307.662728   104.884393 
   J142841.42+082131.4  217.1726152    8.3587291   16.356   15.964   12.777    9.401     3309.303271   241.412893 
   J143301.33+094052.4  218.2555825    9.6812247   15.496   15.054   10.986    8.425     3313.251424    16.625731 
   J143436.69+080918.4  218.6529121    8.1551240   15.847   15.561   12.492    9.207     3313.277549   134.384155 
   J142814.79+084228.4  217.0616464    8.7079103   17.219   16.183   12.784    9.172     3314.088125   264.363902 
   J142843.77+091544.2  217.1823751    9.2622900   16.096   15.807   11.836    9.268     3315.090706   300.236063 
   J143057.15+094112.3  217.7381566    9.6867720   15.953   15.301   12.420    9.264     3315.860789   344.461354 
   J142848.76+091748.3  217.2031728    9.2967728   15.169   14.580   10.285    7.872     3316.594917   302.732510 
   J142944.99+093236.2  217.4374904    9.5434020   13.409   13.197   10.328    7.998     3317.699365   323.871835 
   J142829.86+090851.4  217.1244524    9.1476137   16.665   15.921   12.648    9.339     3318.181569   292.260316 
   J143541.10+084907.2  218.9212866    8.8186733   15.817   15.672   12.836    9.039     3319.284065    88.733949 
   J143316.66+093943.1  218.3194309    9.6619768   14.186   14.038   10.596    8.625     3320.350479    20.718039 
   J143426.56+080644.0  218.6106917    8.1122349   15.339   15.264   11.904    9.431     3321.105159   138.106273 
   J143009.50+093635.6  217.5396110    9.6099071   12.778   12.588    9.645    8.078     3325.175466   331.370564 
   J142837.64+082243.0  217.1568649    8.3786155   16.721   15.013   11.932    8.629     3325.324725   242.959339 
   J143250.78+094147.6  218.2115899    9.6965809   14.781   14.440   10.831    8.640     3325.558039    13.774582 
   J142844.15+091614.9  217.1839866    9.2708234   14.712   14.735   12.900    9.418     3325.678749   300.743420 
   J142815.43+083940.3  217.0643000    8.6612214   16.697   16.411   11.970    9.042     3325.865225   261.465301 
   J142855.53+092035.7  217.2313972    9.3432651   15.290   14.888   11.402    8.932     3328.057154   306.092088 
   J143038.97+093959.3  217.6623891    9.6664757   17.455   16.451   12.788    9.082     3329.399665   339.660632 
   J143522.24+091043.7  218.8427072    9.1788089   17.556   16.657   13.037    9.275     3330.404898    65.724647 
   J143045.68+075520.0  217.6903489    7.9222468   17.115   16.475   12.498    9.390     3331.653332   198.606114 
   J142902.69+081301.3  217.2612287    8.2170364   16.207   15.697   11.536    8.203     3331.681592   231.054565 
   J143508.20+091718.8  218.7841917    9.2885573   15.784   15.105   12.607    9.372     3332.217171    58.039758 
   J143540.77+085409.7  218.9198780    8.9027137   14.670   14.071   10.127    8.448     3333.963916    83.526480 
   J143535.99+090057.1  218.8999590    9.0158876   14.722   14.584   12.009    9.230     3334.140484    76.414952 
   J143057.12+075424.2  217.7380279    7.9067267   16.527   15.712   12.343    8.664     3335.291155   195.530362 
   J142927.92+092937.1  217.3663749    9.4936658   15.896   15.661   12.174    9.238     3336.836457   318.549686 
   J143542.18+084531.5  218.9257914    8.7587547   15.950   15.620   11.294    9.240     3338.074547    92.443845 
   J142812.20+084533.4  217.0508420    8.7593021   15.664   15.222   12.380    9.073     3339.004753   267.590727 
   J143405.31+080211.3  218.5221487    8.0364996   14.358   14.039   10.373    8.650     3340.071502   145.278461 
   J143147.89+094336.1  217.9495739    9.7267113   14.753   14.468   11.216    9.346     3340.998659   357.633005 
   J143027.25+075654.9  217.6135823    7.9485943   16.185   15.961   12.600    9.027     3341.423253   203.579553 
   J143512.99+091538.2  218.8041472    9.2606150   15.020   14.874   11.315    9.124     3341.654394    60.146847 
   J142840.08+082058.0  217.1670029    8.3494526   12.868   12.861   12.324    9.331     3342.935982   241.075443 
   J143035.17+093958.4  217.6465803    9.6662293   14.281   13.957   10.650    9.449     3348.535622   338.755460 
   J142958.79+080025.9  217.4949722    8.0072135   15.116   14.798   12.606    9.383     3350.058219   211.678506 
   J142818.04+083422.6  217.0752002    8.5729565    7.397    7.512    7.435    7.268     3350.744173   255.985403 
   J143055.03+094140.8  217.7293321    9.6946837   15.905   15.725   12.320    9.298     3351.782431   344.076466 
   J142937.31+093152.7  217.4054686    9.5313283   16.285   15.613   12.250    9.173     3351.862216   321.864538 
   J142903.85+092354.9  217.2660793    9.3986030   14.710   14.121   10.288    8.043     3353.536019   310.086354 
   J143304.39+075435.9  218.2683280    7.9099941   16.328   15.758   12.343    9.118     3353.613256   162.687503 
   J142814.71+083751.7  217.0613213    8.6310411   15.513   15.141   11.608    9.320     3354.402308   259.657656 
   J142957.85+080028.2  217.4910610    8.0078608   16.013   15.650   11.370    9.081     3355.406325   211.902141 
   J143002.15+075946.3  217.5089708    7.9961988   13.660   13.237    9.331    7.755     3358.270524   210.598710 
   J142837.53+082129.1  217.1563993    8.3581029   16.692   15.779   11.808    9.397     3361.141665   241.852172 
   J143327.85+093922.3  218.3660641    9.6562181   13.775   13.514   11.754    9.285     3363.577431    23.480339 
   J143051.56+094138.2  217.7148429    9.6939701   14.663   14.246   10.590    8.810     3363.829357   343.222376 
   J143239.21+094304.2  218.1634078    9.7178358   15.092   14.667   11.169    8.919     3364.115093    10.634100 
   J143215.10+094351.9  218.0629581    9.7311074   15.715   15.611   12.833    8.920     3364.394956     4.506468 
   J143003.37+093630.7  217.5140555    9.6085483   17.739   16.999   12.737    9.358     3365.447123   329.975839 
   J142920.92+080717.0  217.3372042    8.1213943   15.068   14.440   10.480    8.587     3366.928791   223.580283 
   J143041.08+094051.6  217.6711689    9.6810028   16.200   14.981   11.637    9.260     3367.898020   340.467540 
   J143539.45+083610.0  218.9144082    8.6028016   14.217   14.060   10.198    8.608     3370.237653   102.055246 
   J142940.33+093251.0  217.4180511    9.5475233   15.344   14.961   11.248    8.908     3370.771884   323.074379 
   J143142.00+075154.8  217.9250289    7.8652231   15.833   15.252   11.689    8.952     3370.797634   183.848005 
   J142832.32+091228.1  217.1346792    9.2078141   16.442   16.263   12.477    9.587     3372.964807   295.905758 
   J142839.30+091546.9  217.1637555    9.2630465   15.259   14.710   11.257    9.051     3373.828390   299.712460 
   J143304.66+094149.5  218.2694546    9.6970892   15.202   14.828   11.723    9.056     3382.224596    17.147106 
   J143544.88+084349.6  218.9370371    8.7304612   15.730   15.709   12.044    9.046     3384.122446    94.136331 
   J143011.09+075802.5  217.5462190    7.9673785   15.335   14.726   11.581    8.860     3384.304668   207.768620 
   J143113.76+075235.1  217.8073532    7.8764170   16.777   16.014   12.341    9.186     3384.955702   190.999682 
   J143144.74+075136.3  217.9364203    7.8600870   16.165   15.989   11.713    9.140     3386.783136   183.141305 
   J142813.22+083653.8  217.0550965    8.6149709   15.527   15.144   11.708    8.917     3387.126940   258.763484 
   J142950.20+093455.5  217.4592019    9.5821024   17.387   16.442   13.023    8.954     3387.652094   326.316587 
   J142820.16+083015.4  217.0840342    8.5042801   15.176   13.748   10.745    7.960     3389.737023   251.799404 
   J143235.80+075216.5  218.1491983    7.8712593   14.471   14.200   11.143    8.932     3390.181678   170.265341 
   J143540.94+085950.3  218.9205842    8.9973311   14.993   14.640   11.106    9.465     3390.928980    77.801045 
   J143051.89+094209.8  217.7162219    9.7027430   15.863   15.263   12.072    9.497     3392.672396   343.455843 
   J143459.97+092203.7  218.7499099    9.3677069   15.432   14.942   12.061    9.005     3392.921755    52.859857 
   J143315.14+094109.3  218.3130986    9.6859189   14.796   14.575   10.242    7.907     3393.362866    19.847098 
   J142808.59+084456.9  217.0358134    8.7491541   11.333   11.392   11.224    9.416     3394.223657   267.014831 
   J142936.94+080316.0  217.4039464    8.0544591   16.470   15.931   12.367    9.110     3394.944995   217.859048 
   J142820.12+082958.5  217.0838706    8.4995871   16.000   15.762   12.313    9.249     3395.642339   251.531887 
   J143143.97+075125.6  217.9332188    7.8571148   16.670   15.629   12.905    9.392     3398.108338   183.323669 
   J142813.94+083508.2  217.0581021    8.5856214   10.608   10.592   10.495    9.337     3399.125809   256.981562 
   J143303.59+075341.8  218.2649939    7.8949480   14.440   14.288   11.203    8.673     3401.917293   163.149595 
   J143044.77+094148.6  217.6865589    9.6968444   17.632   16.976   12.792    9.130     3404.056441   341.655468 
   J142953.03+080015.5  217.4709697    8.0043165   15.968   15.962   12.496    9.096     3404.449629   212.813127 
   J142811.11+083759.3  217.0462948    8.6331497   17.128   16.838   12.568    9.407     3405.654297   259.946970 
   J143540.29+090152.2  218.9179120    9.0311909   15.011   14.680   11.347    9.338     3409.249807    75.763781 
   J142920.52+092937.7  217.3355060    9.4938131    9.027    9.076    8.979    8.984     3410.912176   317.177572 
   J143516.73+091622.8  218.8197476    9.2730187   16.487   15.251   12.312    8.836     3411.948883    59.957156 
   J142852.77+092205.2  217.2199037    9.3681182   15.228   14.321   10.943    8.363     3413.996071   306.904914 
   J142807.77+084302.6  217.0324155    8.7174080    8.838    8.948    8.834    8.979     3414.423247   265.110559 
   J143231.76+075141.8  218.1323561    7.8616170   14.994   14.584   11.006    8.805     3414.883652   171.356993 
   J143546.44+085359.8  218.9435072    8.8999700    8.473    8.607    8.508    9.379     3416.457014    83.846488 
   J142854.43+092242.7  217.2268190    9.3785480   15.365   14.843   11.799    8.973     3417.100285   307.655808 
   J143404.58+093528.5  218.5191143    9.5912707   13.186   11.852    8.787    6.352     3417.874180    33.444927 
   J142813.54+090154.2  217.0564440    9.0317398   15.295   15.033   11.372    9.296     3418.572702   284.231141 
   J143448.87+080956.9  218.7036304    8.1658244   12.581   12.506    9.005    7.008     3418.702603   131.800013 
   J142838.33+091654.6  217.1597378    9.2818492   16.952   16.973   12.994    9.534     3420.051699   300.580649 
   J143250.96+094326.2  218.2123417    9.7239621   13.153   12.926    9.606    7.450     3421.981587    13.423960 
   J142857.97+092357.4  217.2415672    9.3992820   16.223   15.028   11.286    8.534     3422.253379   309.181325 
   J143355.84+075901.3  218.4826843    7.9837209   14.106   13.595   10.032    8.144     3423.721285   149.025869 
   J142810.54+085903.7  217.0439446    8.9843628   16.515   16.170   11.807    8.623     3424.707729   281.281099 
   J142831.07+082215.0  217.1294728    8.3708585   16.748   17.147   12.853    9.254     3424.928716   243.288914 
   J143323.12+075458.2  218.3463679    7.9161714    9.756    9.786    9.760    8.926     3425.811990   158.127856 
   J142830.73+091340.8  217.1280554    9.2280211   16.049   15.419   11.958    9.141     3426.235890   296.830198 
   J143021.94+094000.7  217.5914334    9.6668612   14.086   13.776   10.373    7.753     3426.570273   335.718867 
   J143528.80+091108.8  218.8700041    9.1858034   16.270   15.979   12.662    9.390     3429.269538    66.003600 
   J143148.79+094505.6  217.9532953    9.7515743   15.495   14.938   11.426    8.719     3429.923668   357.915304 
   J143317.92+094133.2  218.3247074    9.6925690   15.264   14.784   11.587    8.683     3430.032500    20.358053 
   J142810.54+083632.0  217.0439519    8.6089135   12.924   12.909   12.682    9.393     3430.344816   258.537122 
   J143225.92+094444.5  218.1080331    9.7457049   13.524   13.389   11.087    8.736     3432.906358     7.099294 
   J142845.36+092005.2  217.1890308    9.3348009   15.069   14.671   11.585    8.821     3433.823990   304.205238 
   J143537.61+090542.9  218.9067459    9.0952572   14.236   13.632   10.741    8.370     3434.844359    71.867935 
   J143419.28+093314.3  218.5803415    9.5539729   14.942   13.395    9.711    6.810     3435.526268    37.707619 
   J142916.44+092915.5  217.3185200    9.4876563   17.488   16.790   12.958    9.475     3436.271395   316.189430 
   J142906.59+092646.7  217.2774879    9.4463204   17.234   16.155   12.720    9.456     3436.462905   312.716283 
   J142914.83+092852.7  217.3117960    9.4813083   15.708   15.080   12.373    9.204     3436.529316   315.638373 
   J143047.20+075322.3  217.6966957    7.8895514   16.162   15.428   11.490    8.931     3436.533558   197.623593 
   J143407.86+080039.7  218.5327507    8.0110304   15.568   14.933   11.037    9.080     3437.053815   145.629017 
   J142810.12+083603.8  217.0422021    8.6010785   16.252   15.695   11.843    8.854     3442.221292   258.098064 
   J143518.97+081932.3  218.8290785    8.3256468   15.960   14.873   12.012    9.074     3444.467740   119.619596 
   J142845.30+092022.8  217.1887531    9.3396756   15.562   14.928   10.805    8.807     3444.502511   304.437832 
   J143524.75+082209.4  218.8531419    8.3692909   10.914   10.969   10.843    9.129     3445.576814   116.642537 
   J143420.26+080241.4  218.5844217    8.0448594   14.444   14.036   10.640    9.074     3447.275358   141.956661 
   J142825.27+082419.6  217.1053076    8.4054566   15.930   15.551   12.659    8.853     3448.745494   245.781736 
   J143539.60+090458.9  218.9150019    9.0830296   13.954   13.798   10.457    8.285     3449.539873    72.713957 
   J143058.64+075219.4  217.7443403    7.8720558   15.945   15.563   11.939    9.044     3449.995892   194.616285 
   J142812.43+083257.9  217.0518024    8.5494386   16.828   16.820   12.532    9.132     3452.764094   254.961007 
   J143525.53+091350.6  218.8563922    9.2307439   15.649   15.377   12.985    8.937     3454.538075    63.223860 
   J143153.46+075021.5  217.9727554    7.8393069   16.480   15.076   11.284    8.120     3456.967693   180.928364 
   J143059.07+094346.0  217.7461329    9.7294680   15.573   14.829   10.709    8.373     3456.998256   345.597484 
   J143548.37+085545.6  218.9515737    8.9293499   15.767   15.561   12.054    8.710     3457.565100    82.152835 
   J142805.20+084208.8  217.0216688    8.7024721   15.543   14.539   11.718    9.415     3457.601724   264.278548 
   J142839.20+081729.7  217.1633495    8.2915952   15.518   14.937   11.121    9.106     3459.909694   238.163326 
   J143434.37+093039.1  218.6432279    9.5108701   14.544   13.919   11.458    9.091     3460.460449    42.208036 
   J143032.40+075412.2  217.6350067    7.9034112   17.203   16.585   12.630    9.395     3462.699685   201.345591 
   J143530.18+082416.6  218.8757568    8.4046359   16.563   16.231   12.432    9.312     3463.412039   114.162114 
   J142838.23+091817.0  217.1593270    9.3047382   16.732   16.406   13.066    9.160     3463.782924   301.743562 
   J143257.50+075211.1  218.2396124    7.8697690   16.466   15.597   12.889    9.411     3464.347780   165.016551 
   J143512.74+091939.8  218.8030993    9.3277246   17.453   15.819   12.640    9.301     3464.683958    56.644429 
   J143402.68+093643.2  218.5111685    9.6120149   15.674   15.839   12.510    9.126     3465.153459    32.374003 
   J143200.31+075009.6  218.0013039    7.8360045   16.694   16.124   12.881    9.114     3468.705709   179.243318 
   J143405.09+093625.8  218.5212325    9.6071823    9.558    9.565    9.336    9.097     3469.869965    33.025932 
   J143223.34+094526.9  218.0972727    9.7574831   15.599   15.290   12.577    9.188     3470.518589     6.387075 
   J143058.95+075156.4  217.7456342    7.8656757   15.311   14.518   10.590    8.724     3471.078050   194.447120 
   J143253.05+094410.0  218.2210694    9.7361136   15.920   15.705   12.244    9.242     3471.791201    13.752954 
   J143109.06+075117.1  217.7877681    7.8547712   16.021   16.083   11.948    9.055     3475.164590   191.885696 
   J142812.79+083110.9  217.0533129    8.5196977   17.146   16.804   12.815    8.988     3477.187971   253.234807 
   J143548.28+083749.9  218.9512001    8.6305386   15.974   14.974   11.573    8.758     3479.394375    99.991881 
   J142945.61+075957.6  217.4400570    7.9993441   15.728   15.592   12.449    9.273     3480.090493   214.180146 
   J142835.38+091741.6  217.1474359    9.2949020   17.808   17.295   12.529    9.154     3481.591937   300.882807 
   J143543.26+083212.7  218.9302514    8.5368806   14.845   14.551   12.754    9.098     3482.458099   105.678145 
   J143526.94+091411.3  218.8622914    9.2364873   14.840   13.877   10.961    9.331     3482.557684    63.074426 
   J143049.03+094331.3  217.7043283    9.7253761   17.132   15.622   12.744    9.249     3482.852003   343.173139 
   J142848.76+092241.0  217.2031950    9.3780803   17.702   15.842   12.962    9.378     3483.009651   306.792843 
   J143008.30+075632.6  217.5346093    7.9423933   14.479   14.121   10.732    9.277     3483.187708   207.683608 
   J143501.45+092404.1  218.7560510    9.4011411   15.747   15.559   11.806    9.369     3483.794226    51.495125 
   J143552.27+084741.8  218.9678276    8.7949502   15.524   15.064   11.193    9.173     3484.282921    90.191484 
   J143346.10+093928.1  218.4421231    9.6578323   15.729   15.171   11.890    9.148     3485.374433    27.513593 
   J143517.54+081736.0  218.8231238    8.2933452   15.117   14.458   10.892    8.948     3485.527010   121.452669 
   J142803.97+084041.7  217.0165662    8.6782662   13.612   13.634   12.959    9.289     3485.607861   262.883962 
   J142825.26+082238.2  217.1052762    8.3772801   16.947   15.967   12.521    9.433     3491.892532   244.265929 
   J143336.42+094046.2  218.4017865    9.6795185   16.992   16.651   12.186    9.185     3492.095780    24.837646 
   J143030.57+094206.2  217.6273997    9.7017388   16.974   16.019   12.706    8.789     3492.404491   338.476903 
   J142802.13+084402.5  217.0088893    8.7340310   17.865   15.620   11.544    9.085     3493.201727   266.208986 
   J143321.37+094222.1  218.3390574    9.7061409   15.627   14.955   11.244    9.118     3493.718416    20.861262 
   J143003.10+075658.5  217.5129376    7.9496018   16.085   15.456   11.389    9.394     3496.937598   209.002668 
   J142839.08+091940.8  217.1628444    9.3280074   15.389   14.638   12.287    9.151     3497.919524   303.019534 
   J143553.16+084943.0  218.9715401    8.8286188   14.497   14.319   10.773    8.902     3498.869934    88.204911 
   J142811.48+083056.9  217.0478621    8.5158133   16.303   15.732   12.978    9.363     3499.830842   253.108156 
   J142832.85+091720.7  217.1368768    9.2890836   15.827   15.450   12.076    9.438     3503.319404   300.274668 
   J142900.07+092644.1  217.2503277    9.4456030   15.903   15.150   12.386    9.057     3506.354269   311.618274 
   J143156.66+094624.6  217.9861248    9.7735256   15.954   15.565   12.868    9.081     3506.681943   359.864629 
   J143027.66+075352.6  217.6152637    7.8979540   16.609   16.571   12.895    9.087     3507.056375   202.300763 
   J143358.03+093816.1  218.4917965    9.6378173   15.504   15.152   11.298    8.842     3508.292589    30.612012 
   J143153.87+094627.0  217.9744855    9.7741712   16.323   16.292   12.608    9.310     3509.347389   359.190494 
   J143057.56+075121.9  217.7398483    7.8561080   16.758   16.608   12.249    8.652     3509.591819   194.633431 
   J143045.74+075212.1  217.6906143    7.8700298   15.862   15.696   11.750    9.280     3510.079082   197.614548 
   J142801.89+084124.6  217.0078899    8.6901719   15.404   15.030   11.815    8.928     3511.123627   263.641531 
   J143123.71+075001.3  217.8488314    7.8337168   15.911   15.504   12.288    9.058     3512.036499   188.151834 
   J143542.46+090615.2  218.9269486    9.1042274    5.226    5.186    5.224    5.106     3513.131293    71.728695 
   J143040.05+075235.5  217.6669116    7.8765314   15.041   14.586   11.238    9.234     3514.373804   199.043709 
   J142806.16+083455.5  217.0256713    8.5821000   17.092   16.694   12.688    9.270     3514.450588   257.208867 
   J142853.36+092500.7  217.2223447    9.4168731   16.516   16.144   13.003    9.146     3515.174648   309.281594 
   J142804.13+083712.7  217.0172281    8.6202093   15.700   15.114   12.120    8.711     3515.831784   259.498260 
   J142937.58+080037.4  217.4066201    8.0103938   16.210   15.740   12.353    9.385     3516.057112   216.152508 
   J143113.51+094534.7  217.8063051    9.7596495   16.223   14.900   11.946    9.234     3516.777952   349.410253 
   J143204.47+074922.5  218.0186307    7.8229344   14.448   13.487   10.425    8.215     3517.098555   178.246709 
   J143253.07+094458.9  218.2211662    9.7496967   14.460   14.231   10.753    8.640     3519.380935    13.568612 
   J142908.71+080639.9  217.2863208    8.1111045   14.760   14.343   11.128    8.926     3520.192860   225.307466 
   J142829.58+081928.3  217.1232690    8.3245508    9.784    9.832    9.828    9.263     3522.647732   241.031097 
   J142828.15+091557.7  217.1173222    9.2660408   17.650   16.956   12.978    9.394     3523.364601   298.540446 
   J142801.07+085508.3  217.0044821    8.9189747   16.091   16.205   12.811    9.444     3526.408110   277.084238 
   J142823.35+091347.1  217.0973128    9.2297538   15.020   14.366   10.435    8.890     3526.904823   296.123490 
   J143517.58+091945.7  218.8232584    9.3293694   14.768   14.441   10.925    8.521     3528.000792    57.201282 
   J143501.89+092506.7  218.7579035    9.4185434   16.210   16.737   12.453    9.227     3528.138226    50.763908 
   J143423.65+093422.2  218.5985673    9.5728395   14.865   14.686   11.080    8.737     3528.862482    37.861703 
   J142759.17+084728.0  216.9965668    8.7911347   15.268   13.895    9.548    7.295     3528.952210   269.589817 
   J142812.43+082838.2  217.0518076    8.4772868   16.529   16.625   11.912    9.382     3529.675320   250.888065 
   J143443.31+093010.7  218.6804777    9.5029805   15.529   15.047   11.821    9.450     3530.431623    44.105966 
   J143432.45+093239.7  218.6352103    9.5443758   14.634   14.140    9.870    8.411     3531.977185    40.549071 
   J143335.75+094136.8  218.3989602    9.6935626   14.955   14.603   10.633    9.027     3533.860676    24.344939 
   J143026.85+094228.9  217.6118855    9.7080321   16.984   16.235   12.564    8.918     3533.981952   337.781997 
   J142759.75+084250.4  216.9989791    8.7140040   14.070   13.799   10.301    7.722     3534.021182   265.082032 
   J143550.12+083512.5  218.9588427    8.5868183   15.507   15.388   11.044    8.538     3537.065898   102.424913 
   J143432.48+093247.0  218.6353542    9.5463959   14.842   14.514   11.231    8.728     3537.830043    40.478617 
   J143344.58+094042.2  218.4357875    9.6784157   14.280   13.803    9.998    7.771     3541.054198    26.635852 
   J143444.04+080544.8  218.6835113    8.0957798   15.663   14.938   12.092    8.921     3541.594566   135.613925 
   J142759.56+084155.1  216.9982022    8.6986508   16.520   16.512   12.726    9.163     3542.082120   264.195343 
   J143255.09+094515.7  218.2295469    9.7543660   16.213   15.680   12.142    9.126     3542.801796    13.972064 
   J143348.30+075538.7  218.4512728    7.9274340   16.165   15.805   12.613    9.452     3545.719834   152.262260 
